run number,ridf events,run type,Ion Chamber,PPAC,Plastic,NEULAND,NEULANDVETO,SAMURAIBDC1,SAMURAIBDC2,Custom TOF,DC TPF,Placekeeper
2809,170290,4,2805,2805,2805,,,,,280,2843,0
2810,45226,4,2805,2805,2805,,,,,280,2843,0
2811,71084,4,2805,2805,2805,,,,,280,2843,0
2812,43235,4,2805,2805,2805,,,,,280,2843,0
2813,841809,4,2805,2805,2805,,,,,280,2843,0
2814,309214,4,2805,2805,2805,,,,,280,2843,0
2815,840760,2,2805,2805,2805,,,,,280,2843,0
2816,841042,4,2805,2805,2805,,,,,280,2843,0
2817,-1,,2805,2805,2805,,,,,280,2843,0
2818,10962,,2805,2805,2805,,,,,280,2843,0
2819,30360,,2805,2805,2805,,,,,280.033,2843,0
2820,27351,,2805,2805,2805,,,,,279.992,2843,0
2821,9119,8,2805,2805,2805,,,,,279.996,2843,0
2822,-1,,2805,2805,2805,,,,,280,2843,0
2823,12355,8,2805,2805,2805,,,,,279.994,2843,0
2824,19966,8,2805,2805,2805,,,,,280,2843,0
2825,0,,2805,2805,2805,,,,,280,2843,0
2826,-1,,2805,2805,2805,,,,,280,2843,0
2827,0,,2805,2805,2805,,,,,280,2843,0
2828,0,,2805,2805,2805,,,,,280,2843,0
2829,0,7,2805,2805,2805,,,,,280,2843,0
2830,-1,,2805,2805,2805,,,,,280,2843,0
2831,0,3,2805,2805,2805,,,,,280,2843,0
2832,0,3,2805,2805,2805,,,,,280,2843,0
2833,0,7,2805,2805,2805,,,,,280,2843,0
2834,68,7,2805,2805,2805,,,,,280.033,2843,0
2835,36,7,2805,2805,2805,,,,,280.007,2843,0
2836,11281,1,2805,2805,2805,,,,,280.008,2843,0
2837,787,,2805,2805,2805,,,,,280.014,2843,0
2838,13817,1,2805,2805,2805,,,,,280.011,2843,0
2839,120215,1,2805,2805,2805,,,,,280.013,2843,0
2840,48571,1,2805,2805,2805,,,,,280.024,2843,0
2841,85241,1,2805,2805,2805,,,,,280.023,2843,0
2842,9652,,2805,2805,2805,,,,,280.021,2843,0
2843,83735,1,2805,2805,2805,,,,,280.025,2843,0
2844,18427,1,2805,2805,2805,,,,,280.028,2843,0
2845,75291,1,2805,2805,2805,,,,,280.033,2843,0
2846,75581,1,2805,2805,2805,,,,,279.972,2843,0
2847,12118,,2805,2805,2805,,,,,279.972,2843,0
2848,8231,1,2805,2805,2805,,,,,279.974,2843,0
2849,73807,1,2805,2805,2805,,,,,279.977,2843,0
2850,70228,1,2805,2805,2805,,,,,279.977,2843,0
2851,75209,1,2805,2805,2805,,,,,279.9835,2843,0
2852,83753,1,2805,2805,2805,,,,,279.987,2843,0
2853,10447,,2805,2805,2805,,,,,279.987,2843,0
2854,-1,,2805,2805,2805,,,,,279.987,2843,0
2855,75845,1,2805,2805,2805,,,,,279.9915,2843,0
2856,10944,1,2805,2805,2805,,,,,279.9955,2843,0
2857,84234,1,2805,2805,2805,,,,,279.9965,2843,0
2858,88711,1,2805,2805,2805,,,,,279.995,2843,0
2859,75357,1,2805,2805,2805,,,,,279.9925,2843,0
2860,84405,1,2805,2805,2805,,,,,279.996,2843,0
2861,84666,1,2805,2805,2805,,,,,279.9985,2843,0
2862,0,,2805,2805,2805,,,,,279.9985,2843,0
2863,-1,,2805,2805,2805,,,,,279.9985,2843,0
2864,-1,,2805,2805,2805,,,,,279.9985,2843,0
2865,0,,2805,2805,2805,,,,,279.9985,2843,0
2866,0,,2805,2805,2805,,,,,279.9985,2843,0
2867,0,,2805,2805,2805,,,,,279.9985,2843,0
2868,-1,,2805,2805,2805,,,,,279.9985,2843,0
2869,0,,2805,2805,2805,,,,,279.9985,2843,0
2870,1,,2805,2805,2805,,,,,279.9985,2843,0
2871,0,,2805,2805,2805,,,,,279.9985,2843,0
2872,931,,2805,2805,2805,,,,,279.9985,2843,0
2873,0,,2805,2805,2805,,,,,279.9985,2843,0
2874,1077,,2805,2805,2805,,,,,279.9985,2843,0
2875,92098,1,2805,2805,2805,,,,,280.0065,2843,0
2876,8609,,2805,2805,2805,,,,,280.0065,2843,0
2877,90952,1,2805,2805,2805,,,,,280.013,2843,0
2878,87321,1,2805,2805,2805,,,,,280.0145,2843,0
2879,73034,1,2805,2805,2805,,,,,280.015,2843,0
2880,80168,1,2805,2805,2805,,,,,280.0155,2843,0
2881,75153,1,2805,2805,2805,,,,,280.02,2843,0
2882,86946,1,2805,2805,2805,,,,,280.021,2843,0
2883,91515,1,2805,2805,2805,,,,,280.022,2843,0
2884,60403,1,2805,2805,2805,,,,,280.0235,2843,0
2885,0,,2805,2805,2805,,,,,280.0235,2843,0
2886,7945,,2805,2805,2805,,,,,280.0235,2843,0
2887,91771,1,2805,2805,2805,,,,,280.026,2843,0
2888,90972,1,2805,2805,2805,,,,,280.03,2843,0
2889,89712,1,2805,2805,2805,,,,,280.032,2843,0
2890,86247,1,2805,2805,2805,,,,,280.0355,2843,0
2891,75440,1,2805,2805,2805,,,,,280.043,2843,0
2892,13157,1,2805,2805,2805,,,,,280.0515,2843,0
2893,73908,1,2805,2805,2805,,,,,280.0515,2843,0
2894,94285,1,2805,2805,2805,,,,,280.054,2843,0
2895,8579,,2805,2805,2805,,,,,280.054,2843,0
2896,65286,1,2805,2805,2805,,,,,280.054,2843,0
2897,-1,,2805,2805,2805,,,,,280.054,2843,0
2898,115149,1,2805,2805,2805,,,,,280.056,2843,0
2899,71200,1,2805,2805,2805,,,,,280.0575,2843,0
2900,86916,1,2805,2805,2805,,,,,280.0565,2843,0
2901,88750,1,2805,2805,2805,,,,,280.0625,2843,0
2902,85788,1,2805,2805,2805,,,,,280.064,2843,0
2903,102451,1,2805,2805,2805,,,,,280.0585,2843,0
2904,82746,1,2805,2805,2805,,,,,280.0585,2843,0
2905,91334,1,2805,2805,2805,,,,,280.07,2843,0
2906,8724,,2805,2805,2805,,,,,280.07,2843,0
2907,68421,1,2805,2805,2805,,,,,280.076,2843,0
2908,3,,2805,2805,2908,,,,,280.076,2843,0
2909,0,,2805,2805,2908,,,,,280.076,2843,0
2910,0,,2805,2805,2908,,,,,280.076,2843,0
2911,0,7,2805,2805,2908,,,,,280.076,2843,0
2912,0,,2805,2805,2908,,,,,280.076,2843,0
2913,5475,1,2805,2805,2908,,,,,279.985,2843,0
2914,19492,1,2805,2805,2908,,,,,279.9835,2843,0
2915,0,,2805,2805,2908,,,,,279.9835,2843,0
2916,83421,1,2805,2805,2908,,,,,279.9955,2843,0
2917,84578,1,2805,2805,2908,,,,,280.002,2843,0
2918,8575,2,2805,2805,2908,,,,,280.002,2843,0
2919,93087,1,2805,2805,2908,,,,,280.0035,2843,0
2920,90909,1,2805,2805,2908,,,,,280.004,2843,0
2921,86144,1,2805,2805,2908,,,,,280.0035,2843,0
2922,77767,1,2805,2805,2908,,,,,280.012,2843,0
2923,-1,,2805,2805,2908,,,,,280.012,2843,0
2924,59660,1,2805,2805,2908,,,,,280.012,2843,0
2925,84454,1,2805,2805,2908,,,,,280.011,2843,0
2926,89957,1,2805,2805,2908,,,,,280.015,2843,0
2927,92891,1,2805,2805,2908,,,,,280.0175,2843,0
2928,8201,2,2805,2805,2908,,,,,280.0175,2843,0
2929,40790,1,2805,2805,2908,,,,,280.0215,2843,0
2930,81973,1,2805,2805,2908,,,,,280.0215,2843,0
2931,82227,1,2805,2805,2908,,,,,280.024,2843,0
2932,87435,1,2805,2805,2908,,,,,280.027,2843,0
2933,87993,1,2805,2805,2908,,,,,280.0305,2843,0
2934,90267,1,2805,2805,2908,,,,,280.0345,2843,0
2935,89660,1,2805,2805,2908,,,,,280.038,2843,0
2936,88915,1,2805,2805,2908,,,,,280.042,2843,0
2937,449,7,2805,2805,2908,,,,,280.042,2843,0
2938,8080,2,2805,2805,2908,,,,,280.042,2843,0
2939,88721,1,2805,2805,2908,,,,,280.0495,2843,0
2940,83467,1,2805,2805,2908,,,,,280.0505,2843,0
2941,89232,1,2805,2805,2908,,,,,280.0545,2843,0
2942,86283,1,2805,2805,2908,,,,,280.058,2843,0
2943,91411,1,2805,2805,2908,,,,,280.061,2843,0
2944,88076,1,2805,2805,2908,,,,,280.062,2843,0
2945,92661,1,2805,2805,2908,,,,,280.0655,2843,0
2946,90389,1,2805,2805,2908,,,,,280.0675,2843,0
2947,8236,2,2805,2805,2908,,,,,280.0675,2843,0
2948,91717,1,2805,2805,2908,,,,,280.0755,2843,0
2949,76133,1,2805,2805,2908,,,,,280.0825,2843,0
2950,-1,,2805,2805,2908,,,,,280.0825,2843,0
2951,-1,,2805,2805,2908,,,,,280.0825,2843,0
2952,-1,,2805,2805,2908,,,,,280.0825,2843,0
2953,-1,,2805,2805,2908,,,,,280.0825,2843,0
2954,-1,,2805,2805,2908,,,,,280.0825,2843,0
2955,86941,1,2805,2805,2908,,,,,280.0865,2843,0
2956,89041,1,2805,2805,2908,,,,,280.0895,2843,0
2957,2433,,2805,2805,2957,,,,,280.0895,2843,0
2958,90877,1,2805,2805,2957,,,,,279.9905,2843,0
2959,88566,1,2805,2805,2957,,,,,279.998,2843,0
2960,88513,1,2805,2805,2957,,,,,280,2843,0
2961,85847,1,2805,2805,2957,,,,,280.0055,2843,0
2962,87528,1,2805,2805,2957,,,,,280.0135,2843,0
2963,8171,2,2805,2805,2957,,,,,280.0135,2843,0
2964,97362,1,2805,2805,2957,,,,,280.0195,2843,0
2965,98817,1,2805,2805,2957,,,,,280.0235,2843,0
2966,61744,1,2805,2805,2957,,,,,280.0245,2843,0
2967,1380,7,2805,2805,2957,,,,,280.0245,2843,0
2968,29485,1,2805,2805,2957,,,,,280.027,2843,0
2969,83772,1,2805,2805,2957,,,,,280.032,2843,0
2970,87448,1,2805,2805,2957,,,,,280.0345,2843,0
2971,96290,1,2805,2805,2957,,,,,280.0375,2843,0
2972,89277,1,2805,2805,2957,,,,,280.042,2843,0
2973,89248,1,2805,2805,2957,,,,,280.0455,2843,0
2974,8151,2,2805,2805,2957,,,,,280.0455,2843,0
2975,87877,1,2805,2805,2957,,,,,280.0465,2843,0
2976,89335,1,2805,2805,2957,,,,,280.048,2843,0
2977,20105,1,2805,2805,2957,,,,,280.047,2843,0
2978,88548,1,2805,2805,2957,,,,,280.0475,2843,0
2979,92390,1,2805,2805,2957,,,,,280.0495,2843,0
2980,88897,1,2805,2805,2957,,,,,280.055,2843,0
2981,47010,1,2805,2805,2957,,,,,280.059,2843,0
2982,85642,1,2805,2805,2957,,,,,280.0615,2843,0
2983,87857,1,2805,2805,2957,,,,,280.0655,2843,0
2984,5524,1,2805,2805,2957,,,,,280.0695,2843,0
2985,94844,1,2805,2805,2957,,,,,280.0705,2843,0
2986,97715,1,2805,2805,2957,,,,,280.0705,2843,0
2987,9401,2,2805,2805,2957,,,,,280.0705,2843,0
2988,88216,1,2805,2805,2957,,,,,280.076,2843,0
2989,73691,1,2805,2805,2957,,,,,280.0785,2843,0
2990,94513,1,2805,2805,2957,,,,,280.0805,2843,0
2991,92121,1,2805,2805,2957,,,,,280.0875,2843,0
2992,86269,1,2805,2805,2992,,,,,280.09,2843,0
2993,32561,1,2805,2805,2992,,,,,279.978,2843,0
2994,0,,2805,2805,2992,,,,,279.978,2843,0
2995,-1,,2805,2805,2992,,,,,279.978,2843,0
2996,0,,2805,2805,2992,,,,,279.978,2843,0
2997,73319,1,2805,2805,2992,,,,,279.983,2843,0
2998,10577,2,2805,2805,2992,,,,,279.983,2843,0
2999,92780,1,2805,2805,2992,,,,,279.9855,2843,0
3000,51503,1,2805,2805,2992,,,,,279.9915,2843,0
3001,0,,2805,2805,2992,,,,,279.9915,2843,0
3002,80285,1,2805,2805,2992,,,,,279.991,2843,0
3003,81880,1,2805,2805,2992,,,,,279.9975,2843,0
3004,84523,1,2805,2805,2992,,,,,280.003,2843,0
3005,2455,,2805,2805,2992,,,,,280.003,2843,0
3006,6477,,2805,2805,2992,,,,,280.003,2843,0
3007,78936,1,2805,2805,2992,,,,,280.01,2843,0
3008,34534,1,2805,2805,2992,,,,,280.0145,2843,0
3009,1,7,2805,2805,2992,,,,,280.0145,2843,0
3010,92802,1,2805,2805,2992,,,,,280.012,2843,0
3011,9182,2,2805,2805,2992,,,,,280.012,2843,0
3012,27769,1,2805,2805,2992,,,,,280.0125,2843,0
3013,171132,1,2805,2805,2992,,,,,280.017,2843,0
3014,18205,1,2805,2805,2992,,,,,280.018,2843,0
3015,0,7,2805,2805,2992,,,,,280.018,2843,0
3016,0,7,2805,2805,2992,,,,,280.018,2843,0
3017,50035,5,2805,2805,2992,,,,,280.018,2843,0
3018,50047,5,2805,2805,2992,,,,,280.018,2843,0
3019,50083,5,2805,2805,2992,,,,,280.018,2843,0
3020,1015,7,2805,2805,2992,,,,,280.018,2843,0
3021,55099,5,2805,2805,2992,,,,,280.018,2843,0
3022,5436,7,2805,2805,2992,,,,,280.018,2843,0
3023,40600,5,2805,2805,2992,,,,,280.018,2843,0
3024,17914,5,2805,2805,2992,,,,,280.018,2843,0
3025,15364,5,2805,2805,2992,,,,,280.018,2843,0
3026,4157,7,2805,2805,2992,,,,,280.018,2843,0
3027,50239,5,2805,2805,2992,,,,,280.018,2843,0
3028,50247,5,2805,2805,2992,,,,,280.018,2843,0
3029,3479,,2805,2805,2992,,,,,280.018,2843,0
3030,46578,5,2805,2805,2992,,,,,280.018,2843,0
3031,2500,7,2805,2805,2992,,,,,280.018,2843,0
3032,28254,5,2805,2805,2992,,,,,280.018,2843,0
3033,5314,7,2805,2805,2992,,,,,280.018,2843,0
3034,27035,5,2805,2805,2992,,,,,280.018,2843,0
3035,0,,2805,2805,2992,,,,,280.018,2843,0
3036,54394,5,2805,2805,2992,,,,,280.018,2843,0
3037,8192,2,2805,2805,2992,,,,,280.018,2843,0
3038,2333,,2805,2805,2992,,,,,280.018,2843,0
3039,44087,1,2805,2805,2992,,,,,280.048,2843,0
3040,0,4,2805,2805,2992,,,,,,2843,0
3041,1,4,2805,2805,2992,,,,,,2841,0
3042,2058,4,2805,2805,2992,,,,,,2841,0
3043,369,7,2805,2805,2992,,,,,,2841,0
3044,23363,,3044,2805,2992,,,,,,3061,0
3045,45913,,3044,2805,2992,,,,,,3061,0
3046,256306,,3044,2805,2992,,,,,,3061,0
3047,21412,,3044,2805,2992,,,,,,3061,0
3048,11319,,3044,2805,2992,,,,,,3061,0
3049,80654,,3044,2805,2992,,,,,,3061,0
3050,0,,3044,2805,2992,,,,,,3061,0
3051,19581,,3044,2805,2992,,,,,,3061,0
3052,61642,,3044,2805,2992,,,,,,3061,0
3053,113140,,3044,2805,2992,,,,,,3061,0
3054,203462,8,3044,2805,2992,,,,,,3061,0
3055,13106,8,3044,2805,2992,,,,,,3061,0
3056,2076,,3044,2805,2992,,,,,,3061,0
3057,1149,7,3044,2805,2992,,,,,,3061,0
3058,9694,1,3044,2805,2992,,,,,,3061,0
3059,51844,1,3044,2805,2992,,,,,,3061,0
3060,8356,2,3044,2805,2992,,,,,,3061,0
3061,75026,1,3044,2805,2992,,,,,,3061,0
3062,75107,1,3044,2805,2992,,,,,,3061,0
3063,0,,3044,2805,2992,,,,,,3061,0
3064,0,,3044,2805,2992,,,,,,3061,0
3065,77015,1,3044,2805,2992,,,,,,3061,0
3066,78609,1,3044,2805,2992,,,,,,3061,0
3067,0,,3044,2805,2992,,,,,,3061,0
3068,82656,1,3044,2805,2992,,,,,,3061,0
3069,82241,1,3044,2805,2992,,,,,,3061,0
3070,22093,7,3044,2805,2992,,,,,,3061,0
3071,80717,1,3044,2805,2992,,,,,,3061,0
3072,167,7,3044,2805,2992,,,,,,3061,0
3073,3927,7,3044,2805,2992,,,,,,3061,0
3074,85932,1,3044,2805,2992,,,,,,3061,0
3075,80862,1,3044,2805,2992,,,,,,3061,0
3076,81272,1,3044,2805,2992,,,,,,3061,0
3077,82343,1,3044,2805,2992,,,,,,3061,0
3078,79388,1,3044,2805,2992,,,,,,3061,0
3079,752,7,3044,2805,2992,,,,,,3061,0
3080,84146,1,3044,2805,2992,,,,,,3061,0
3081,85110,1,3044,2805,2992,,,,,,3061,0
3082,96661,1,3044,2805,2992,,,,,,3061,0
3083,35923,1,3044,2805,2992,,,,,,3061,0
3084,82727,1,3044,2805,2992,,,,,,3061,0
3085,79482,1,3044,2805,2992,,,,,,3061,0
3086,9877,2,3044,2805,2992,,,,,,3061,0
3087,53830,1,3044,2805,2992,,,,,,3061,0
3088,74197,1,3044,2805,2992,,,,,,3061,0
3089,75040,1,3044,2805,2992,,,,,,3061,0
3090,58606,1,3044,2805,2992,,,,,,3061,0
3091,81785,1,3044,2805,2992,,,,,,3061,0
3092,77360,1,3044,2805,2992,,,,,,3061,0
3093,79139,1,3044,2805,2992,,,,,,3061,0
3094,43379,1,3044,3095,2992,,,,,,3061,0
3095,77732,1,3044,3095,2992,,,,,,3061,0
3096,8334,2,3044,3095,2992,,,,,,3061,0
3097,83606,1,3044,3095,2992,,,,,,3061,0
3098,15940,1,3044,3095,2992,,,,,,3061,0
3099,0,,3044,3095,2992,,,,,,3061,0
3100,1237,7,3044,3095,2992,,,,,,3061,0
3101,8921,2,3044,3095,2992,,,,,,3061,0
3102,79960,1,3044,3095,2992,,,,,,3061,0
3103,75607,1,3044,3095,2992,,,,,,3061,0
3104,9052,2,3044,3095,2992,,,,,,3061,0
3105,14216,,3044,3095,2992,,,,,,3061,0
3106,50059,5,3044,3095,2992,,,,,,3061,0
3107,283,7,3044,3095,2992,,,,,,3061,0
3108,974,,3044,3095,2992,,,,,,3061,0
3109,51759,5,3044,3095,2992,,,,,,3061,0
3110,937,,3044,3095,2992,,,,,,3061,0
3111,23363,,3044,3095,2992,,,,,,3061,0
3112,50092,5,3044,3095,2992,,,,,,3061,0
3113,11804,,3044,3095,2992,,,,,,3061,0
3114,32192,5,3044,3095,2992,,,,,,3061,0
3115,3423,,3044,3095,2992,,,,,,3061,0
3116,5130,,3044,3095,2992,,,,,,3061,0
3117,663,7,3044,3095,2992,,,,,,3061,0
3118,11097,5,3044,3095,2992,,,,,,3061,0
3119,633,,3044,3095,2992,,,,,,3061,0
3120,481,7,3044,3095,2992,,,,,,3061,0
3121,11226,5,3044,3095,2992,,,,,,3061,0
3122,11257,5,3044,3095,2992,,,,,,3061,0
3123,2230,7,3044,3095,2992,,,,,,3061,0
3124,-1,,3044,3095,2992,,,,,,3061,0
3125,3767,7,3044,3095,2992,,,,,,3061,0
3126,62,7,3044,3095,2992,,,,,,3061,0
3127,1059,7,3044,3095,2992,,,,,,3061,0
3128,2140,,3044,3095,2992,,,,,,3061,0
3129,3055,,3044,3095,2992,,,,,,3061,0
3130,50159,5,3044,3095,2992,,,,,,3061,0
3131,16920,2,3044,3095,2992,,,,,,3061,0
3132,1012,7,3044,3095,2992,,,,,,3061,0
3133,616,,3044,3095,2992,,,,,,3061,0
3134,51088,5,3044,3095,2992,,,,,,3061,0
3135,1116,,3044,3095,2992,,,,,,3061,0
3136,52713,5,3044,3095,2992,,,,,,3061,0
3137,1373,,3044,3095,2992,,,,,,3061,0
3138,79517,1,3044,3095,2992,,,,,,3061,0
3139,79751,1,3044,3095,2992,,,,,,3061,0
3140,80091,1,3044,3095,2992,,,,,,3061,0
3141,27618,1,3044,3095,2992,,,,,,3061,0
3142,83220,1,3044,3095,2992,,,,,,3061,0
3143,80146,1,3044,3095,2992,,,,,,3061,0
3144,79054,1,3044,3095,2992,,,,,,3061,0
3145,75305,1,3044,3095,2992,,,,,,3061,0
3146,76015,1,3044,3095,2992,,,,,,3061,0
3147,13717,2,3044,3095,2992,,,,,,3061,0
3148,76188,1,3044,3095,2992,,,,,,3061,0
3149,78093,1,3044,3095,2992,,,,,,3061,0
3150,76135,1,3044,3095,2992,,,,,,3061,0
3151,72585,1,3044,3095,2992,,,,,,3061,0
3152,76136,1,3044,3095,2992,,,,,,3061,0
3153,88335,1,3044,3095,2992,,,,,,3061,0
3154,80989,1,3044,3095,2992,,,,,,3061,0
3155,86190,1,3044,3095,2992,,,,,,3061,0
3156,83504,1,3044,3095,2992,,,,,,3061,0
3157,78287,1,3044,3095,2992,,,,,,3061,0
3158,82670,1,3044,3095,2992,,,,,,3061,0
3159,25496,1,3044,3095,2992,,,,,,3061,0
3160,0,,3044,3095,2992,,,,,,3061,0
3161,0,,3044,3095,2992,,,,,,3061,0
3162,-1,,3044,3095,2992,,,,,,3061,0
3163,9093,2,3044,3095,2992,,,,,,3061,0
3164,5437,1,3044,3095,2992,,,,,,3061,0
3165,35968,1,3044,3095,2992,,,,,,3061,0
3166,12908,1,3044,3095,2992,,,,,,3061,0
3167,81340,1,3044,3095,2992,,,,,,3061,0
3168,74843,1,3044,3095,2992,,,,,,3061,0
3169,32106,1,3044,3095,2992,,,,,,3061,0
3170,75694,1,3044,3095,2992,,,,,,3061,0
3171,11553,1,3044,3095,2992,,,,,,3061,0
3172,17062,1,3044,3172,2992,,,,,,3061,0
3173,14215,,3044,3172,2992,,,,,,3061,0
3174,27059,,3044,3172,2992,,,,,,3061,0
3175,4779,,3044,3172,2992,,,,,,3061,0
3176,43852,,3044,3172,2992,,,,,,3061,0
3177,74879,1,3044,3172,2992,,,,,,3061,0
3178,11989,2,3044,3172,2992,,,,,,3061,0
3179,92440,1,3044,3172,2992,,,,,,3061,0
3180,62405,1,3044,3172,2992,,,,,,3061,0
3181,51866,1,3044,3172,2992,,,,,,3061,0
3182,75584,1,3044,3172,2992,,,,,,3061,0
3183,80571,1,3044,3172,2992,,,,,,3061,0
3184,8735,1,3044,3172,2992,,,,,,3061,0
3185,0,,3185,3172,3185,,,,,,3193,0
3186,533,7,3185,3172,3185,,,,,,3193,0
3187,43618,6,3185,3172,3185,,,,,,3193,0
3188,-1,,3185,3172,3185,,,,,,3193,0
3189,0,6,3185,3172,3185,,,,,,3193,0
3190,3924,6,3185,3172,3185,,,,,,3193,0
3191,44556,6,3185,3172,3185,,,,,,3193,0
3192,4710,8,3185,3172,3185,,,,,,3193,0
3193,78555,6,3185,3172,3185,,,,,,3193,0
3194,28770,6,3185,3172,3185,,,,,,3193,0
3195,41489,6,3185,3172,3185,,,,,,3193,0
3196,43349,6,3185,3172,3185,,,,,,3193,0
3197,0,,,3172,3185,,,,,,3193,0
3198,5473,8,3198,3172,3185,,,,,,3202,0
3199,5878,8,3198,3172,3185,,,,,,3202,0
3200,6811,8,3198,3172,3185,,,,,,3202,0
3201,9038,8,3198,3172,3185,,,,,,3202,0
3202,59518,6,3198,3172,3185,,,,,,3202,0
3203,44080,6,3198,3172,3185,,,,,,3202,0
3204,40107,6,3198,3172,3185,,,,,,3202,0
3205,34016,6,3198,3172,3185,,,,,,3202,0
3206,10130,6,3198,3172,3185,,,,,,3202,0
3207,46838,6,3198,3172,3185,,,,,,3202,0
3208,44688,6,3198,3172,3185,,,,,,3202,0
3209,46020,6,3198,3172,3185,,,,,,3202,0
3210,41641,6,3198,3172,3185,,,,,,3202,0
3211,31712,6,3198,3172,3185,,,,,,3202,0
3212,0,4,,,,,,,,,3202,0
3213,-1,9,,,,,,,,,3202,0
3214,-1,9,,,,,,,,,3202,0
3215,-1,9,,,,,,,,,3202,0
3216,-1,9,,,,,,,,,3202,0
3217,-1,9,,,,,,,,,3202,0
3218,-1,9,,,,,,,,,3202,0
3219,-1,9,,,,,,,,,3202,0
