NAME,FPL,direction,layer,bar,qcal0,qped0,tdc0ns0,tdc25ns0,tdc0ns0_t17,tdc25ns0_t17,qcal1,qped1,tdc0ns1,tdc25ns1,tdc0ns1_t17,tdc25ns1_t17,tdiff_offset,sync_offset,vscint,ediff_offset,esync_offset,att,crate0,module0,channel0,sam0,gtb0,crate1,module1,channel1,sam1,gtb1,zpos
NeuLANDPla0H-42,13,H,0,42,1,31,1142,3279,1203,3290,1,17,1257,3279,1202,3284,52.3384,-23.0387,8.07686,0.986794,0.0639547,466.623,2,9,1,6,1,4,5,7,5,1,11165
NeuLANDPla0H-43,13,H,0,43,1,2,1229,3292,1203,3290,1,27,1180,3280,1202,3284,51.9581,-23.1804,8.10367,1.13277,0.0578833,464.693,2,9,0,6,1,4,5,6,5,1,11165
NeuLANDPla0H-44,13,H,0,44,1,24,1140,3288,1203,3290,1,62,1121,3270,1202,3284,53.5588,-22.947,8.05851,1.02785,0.0626188,507.872,2,9,15,6,1,4,5,5,5,1,11165
NeuLANDPla0H-45,13,H,0,45,1,47,1192,3279,1203,3290,1,60,1172,3278,1202,3284,52.995,-23.0155,8.04567,0.998333,0.0630416,414.27,2,9,14,6,1,4,5,4,5,1,11165
NeuLANDPla0H-46,13,H,0,46,1,4,1140,3286,1203,3290,1,47,1230,3281,1202,3284,52.6159,-22.9397,8.08336,1.05936,0.0625864,425.06,2,9,13,6,1,4,5,3,5,1,11165
NeuLANDPla0H-47,13,H,0,47,1,26,1196,3285,1203,3290,1,42,1188,3280,1202,3284,52.4833,-23.0189,8.06728,1.23642,0.0536574,533.152,2,9,12,6,1,4,5,2,5,1,11165
NeuLANDPla0H-48,13,H,0,48,1,46,1140,3283,1203,3290,1,23,1209,3281,1202,3284,52.4686,-22.9339,8.00671,1.007,0.0632669,430.93,2,9,11,6,1,4,5,1,5,1,11165
NeuLANDPla0H-49,13,H,0,49,1,12,1228,3290,1203,3290,1,25,1174,3282,1202,3284,52.4381,-23.1928,8.00443,1.01234,0.0657675,345.149,2,9,10,6,1,4,5,0,5,1,11165
NeuLANDPla1V-0,13,V,1,0,1,24,1276,3271,1158,3279,1,49,1191,3278,1203,3290,8.93184,7.98909,8.13526,1.01392,0.065445,375.732,1,8,7,6,0,2,9,9,6,1,11215
NeuLANDPla1V-1,13,V,1,1,1,20,1281,3282,1158,3279,1,7,1210,3278,1203,3290,9.5955,8.49815,8.08651,0.982401,0.0639626,430.336,1,8,6,6,0,2,9,8,6,1,11215
NeuLANDPla1V-2,13,V,1,2,1,18,1193,3275,1158,3279,1,0,1210,3273,1211,3275,8.87311,8.02963,8.10965,0.993406,0.0662801,477.239,1,8,5,6,0,2,10,7,6,1,11215
NeuLANDPla1V-3,13,V,1,3,1,16,1281,3288,1158,3279,1,4,1247,3281,1211,3275,8.63934,8.31339,8.10083,0.993282,0.0666544,422.953,1,8,4,6,0,2,10,6,6,1,11215
NeuLANDPla1V-4,13,V,1,4,1,10,1286,3280,1158,3279,1,2,1219,3265,1211,3275,9.31826,7.80809,8.12213,0.999548,0.0649562,432.089,1,8,3,6,0,2,10,5,6,1,11215
NeuLANDPla1V-5,13,V,1,5,1,60,1285,3284,1158,3279,1,66,1241,3277,1211,3275,10.5534,7.36337,8.22716,1.00557,0.0670912,513.551,1,8,2,6,0,2,10,4,6,1,11215
NeuLANDPla1V-6,13,V,1,6,1,22,1201,3276,1158,3279,1,2,1202,3263,1211,3275,8.03732,7.38606,8.18184,1.01063,0.0649313,545.517,1,8,1,6,0,2,10,3,6,1,11215
NeuLANDPla1V-7,13,V,1,7,1,12,1290,3286,1158,3279,1,21,1240,3274,1211,3275,8.94101,7.71188,8.13943,0.992134,0.0666787,447.95,1,8,0,6,0,2,10,2,6,1,11215
NeuLANDPla1V-8,13,V,1,8,1,40,1265,3282,1158,3279,1,16,1292,3273,1211,3275,8.93018,8.28542,8.13742,1.00447,0.0642144,518.679,1,8,15,6,0,2,10,1,6,1,11215
NeuLANDPla1V-9,13,V,1,9,1,20,1219,3282,1158,3279,1,60,1226,3283,1211,3275,9.85815,7.77599,8.13089,1.00739,0.0646897,469.813,1,8,14,6,0,2,10,0,6,1,11215
NeuLANDPla1V-10,13,V,1,10,1,26,1235,3285,1158,3279,1,31,1238,3275,1211,3275,8.7731,7.95137,8.12552,0.980702,0.0644907,507.037,1,8,13,6,0,2,10,15,6,1,11215
NeuLANDPla1V-11,13,V,1,11,1,62,1220,3284,1158,3279,1,3,1165,3280,1211,3275,8.58699,8.15635,8.12271,0.99497,0.0680695,480.049,1,8,12,6,0,2,10,14,6,1,11215
NeuLANDPla1V-12,13,V,1,12,1,27,1253,3282,1158,3279,1,2,1253,3280,1211,3275,8.45754,8.03343,8.12155,0.975535,0.0645195,477.066,1,8,11,6,0,2,10,13,6,1,11215
NeuLANDPla1V-13,13,V,1,13,1,69,1244,3285,1158,3279,1,78,1177,3283,1211,3275,8.84402,7.53183,8.15137,0.989972,0.0653462,540.064,1,8,10,6,0,2,10,12,6,1,11215
NeuLANDPla1V-14,13,V,1,14,1,15,1302,3278,1158,3279,1,69,1176,3269,1211,3275,9.52176,8.58342,8.1363,1.0092,0.0654078,488.06,1,8,9,6,0,2,10,11,6,1,11215
NeuLANDPla1V-15,13,V,1,15,1,48,1198,3279,1158,3279,1,2,1234,3281,1211,3275,9.05384,7.98721,8.06736,0.997802,0.0655817,473.199,1,8,8,6,0,2,10,10,6,1,11215
NeuLANDPla1V-16,13,V,1,16,1,5,1182,3279,1141,3281,1,6,1190,3268,1211,3275,6.10674,6.26744,8.12962,0.990844,0.0660246,548.381,1,9,7,6,0,2,10,9,6,1,11215
NeuLANDPla1V-17,13,V,1,17,1,33,1309,3271,1141,3281,1,62,1205,3279,1211,3275,5.10332,6.48303,8.16015,0.991183,0.0650579,496.756,1,9,6,6,0,2,10,8,6,1,11215
NeuLANDPla1V-18,13,V,1,18,1,11,1172,3281,1141,3281,1,6,1144,3279,1159,3283,4.94446,6.14245,8.16277,1.02054,0.065258,491.992,1,9,5,6,0,3,1,7,5,0,11215
NeuLANDPla1V-19,13,V,1,19,1,42,1232,3273,1141,3281,1,6,1126,3277,1159,3283,4.84418,5.84269,8.13668,0.994186,0.0641334,459.053,1,9,4,6,0,3,1,6,5,0,11215
NeuLANDPla1V-20,13,V,1,20,1,45,1172,3281,1141,3281,1,10,1239,3283,1159,3283,5.67904,5.80107,8.18279,0.997398,0.0638718,565.258,1,9,3,6,0,3,1,5,5,0,11215
NeuLANDPla1V-21,13,V,1,21,1,17,1215,3280,1141,3281,1,31,1213,3281,1159,3283,5.56784,5.58326,8.11103,0.992074,0.0649863,465.729,1,9,2,6,0,3,1,4,5,0,11215
NeuLANDPla1V-22,13,V,1,22,1,14,1170,3279,1141,3281,1,5,1233,3283,1159,3283,4.01866,6.36069,8.1611,0.994595,0.0654975,579.312,1,9,1,6,0,3,1,3,5,0,11215
NeuLANDPla1V-23,13,V,1,23,1,43,1220,3280,1141,3281,1,12,1325,3312,1159,3283,4.57654,5.84149,8.0936,0.998339,0.0624879,604.617,1,9,0,6,0,3,1,2,5,0,11215
NeuLANDPla1V-24,13,V,1,24,1,33,1239,3285,1141,3281,1,11,1196,3280,1159,3283,5.74335,5.67129,8.18073,0.98846,0.0650457,640.424,1,9,15,6,0,3,1,1,5,0,11215
NeuLANDPla1V-25,13,V,1,25,1,15,1276,3287,1141,3281,1,4,1199,3290,1159,3283,5.05155,5.94193,8.1809,0.997913,0.0648787,554.795,1,9,14,6,0,3,1,0,5,0,11215
NeuLANDPla1V-26,13,V,1,26,1,4,1168,3267,1141,3281,1,10,1202,3280,1159,3283,4.76861,6.20545,8.16416,1.00324,0.0643811,584.119,1,9,13,6,0,3,1,15,5,0,11215
NeuLANDPla1V-27,13,V,1,27,1,3,1187,3273,1141,3281,1,5,1165,3280,1159,3283,5.79689,5.82598,8.16048,1.00342,0.064567,610.496,1,9,12,6,0,3,1,14,5,0,11215
NeuLANDPla1V-28,13,V,1,28,1,47,1310,3271,1219,3277,1,14,1181,3276,1159,3283,-52.2775,-22.8786,8.14447,0.984037,0.065424,495.107,4,1,7,5,1,3,1,13,5,0,11215
NeuLANDPla1V-29,13,V,1,29,1,55,1332,3268,1219,3277,1,35,1118,3282,1159,3283,-53.1662,-22.7226,8.09641,0.9864,0.0667197,551.03,4,1,6,5,1,3,1,12,5,0,11215
NeuLANDPla1V-30,13,V,1,30,1,36,1325,3282,1219,3277,1,12,1268,3274,1202,3284,-0.63712,-49.2087,8.09827,1.0012,0.0655967,466.583,4,1,5,5,1,4,5,15,5,1,11215
NeuLANDPla1V-31,13,V,1,31,1,34,1267,3264,1219,3277,1,14,1220,3275,1202,3284,-0.69928,-49.4959,8.14376,0.981713,0.0633607,495.972,4,1,4,5,1,4,5,14,5,1,11215
NeuLANDPla1V-32,13,V,1,32,1,87,1265,3273,1219,3277,1,64,1275,3275,1202,3284,-1.54181,-48.8716,8.08196,1.00842,0.0667052,487.158,4,1,3,5,1,4,5,13,5,1,11215
NeuLANDPla1V-33,13,V,1,33,1,73,1255,3266,1219,3277,1,25,1230,3275,1202,3284,-2.68787,-49.798,8.12079,0.983157,0.0635205,515.471,4,1,2,5,1,4,5,12,5,1,11215
NeuLANDPla1V-34,13,V,1,34,1,34,1256,3271,1219,3277,1,31,1259,3278,1202,3284,-2.07702,-49.053,8.09353,0.975803,0.0646403,496.391,4,1,1,5,1,4,5,11,5,1,11215
NeuLANDPla1V-35,13,V,1,35,1,41,1246,3266,1219,3277,1,24,1225,3277,1202,3284,-1.17702,-49.5722,8.12097,1.0079,0.064235,515.469,4,1,0,5,1,4,5,10,5,1,11215
NeuLANDPla1V-36,13,V,1,36,1,41,1302,3276,1219,3277,1,20,1263,3276,1202,3284,-1.36024,-48.8609,8.11464,0.996671,0.063689,554.691,4,1,15,5,1,4,5,9,5,1,11215
NeuLANDPla1V-37,13,V,1,37,1,82,1352,3265,1219,3277,1,42,1227,3279,1202,3284,-1.48901,-49.2189,8.09396,0.968969,0.0643,493.865,4,1,14,5,1,4,5,8,5,1,11215
NeuLANDPla1V-38,13,V,1,38,1,58,1295,3274,1219,3277,1,35,1165,3276,1196,3283,-0.802397,-48.9999,8.12178,0.9899,0.0635931,493.644,4,1,13,5,1,4,6,7,5,1,11215
NeuLANDPla1V-39,13,V,1,39,1,28,1300,3257,1219,3277,1,35,1303,3270,1196,3283,-1.89813,-49.0705,8.12731,1.00073,0.0641102,503.95,4,1,12,5,1,4,6,6,5,1,11215
NeuLANDPla1V-40,13,V,1,40,1,59,1304,3273,1219,3277,1,29,1176,3278,1196,3283,0.113624,-48.918,8.12122,0.974021,0.0635424,454.661,4,1,11,5,1,4,6,5,5,1,11215
NeuLANDPla1V-41,13,V,1,41,1,56,1352,3266,1219,3277,1,25,1273,3270,1196,3283,-0.000990675,-48.9384,8.08045,0.98376,0.0638055,458.456,4,1,10,5,1,4,6,4,5,1,11215
NeuLANDPla1V-42,13,V,1,42,1,55,1331,3269,1219,3277,1,29,1215,3284,1196,3283,0.170808,-49.6531,8.20867,0.98573,0.0649585,513.41,4,1,9,5,1,4,6,3,5,1,11215
NeuLANDPla1V-43,13,V,1,43,1,72,1302,3271,1219,3277,1,63,1251,3266,1196,3283,-1.04616,-48.9141,8.13446,0.987112,0.0644939,445.547,4,1,8,5,1,4,6,2,5,1,11215
NeuLANDPla1V-44,13,V,1,44,1,25,1199,3267,1154,3276,1,52,1229,3288,1196,3283,-1.48451,-49.4433,8.11064,0.991293,0.0661753,396.848,4,2,7,5,1,4,6,1,5,1,11215
NeuLANDPla1V-45,13,V,1,45,1,23,1186,3272,1154,3276,1,26,1224,3276,1196,3283,-1.1216,-49.0759,8.07162,0.992773,0.0648553,536.509,4,2,6,5,1,4,6,0,5,1,11215
NeuLANDPla1V-46,13,V,1,46,1,38,1148,3262,1154,3276,1,30,1251,3271,1196,3283,-0.194846,-49.0621,8.02099,0.985721,0.0667952,422.823,4,2,5,5,1,4,6,15,5,1,11215
NeuLANDPla1V-47,13,V,1,47,1,34,1115,3265,1154,3276,1,26,1291,3279,1196,3283,-0.998641,-49.352,8.13233,0.988214,0.0637447,433.713,4,2,4,5,1,4,6,14,5,1,11215
NeuLANDPla1V-48,13,V,1,48,1,25,1168,3270,1154,3276,1,61,1254,3276,1196,3283,-1.12142,-48.8845,8.09913,0.990063,0.0643453,518.566,4,2,3,5,1,4,6,13,5,1,11215
NeuLANDPla1V-49,13,V,1,49,1,16,1176,3281,1154,3276,1,62,1270,3273,1196,3283,-2.29061,-48.9065,8.08517,0.990363,0.0653171,360.965,4,2,2,5,1,4,6,12,5,1,11215
NeuLANDPla2H-0,13,H,2,0,1,22,1173,3271,1173,3289,1,48,1200,3277,1121,3273,45.1032,-19.2767,7.94028,1.03491,0.0609508,373.615,2,2,11,6,1,5,2,1,7,1,11265
NeuLANDPla2H-1,13,H,2,1,1,7,1233,3284,1173,3289,1,39,1186,3272,1121,3273,45.0599,-18.9276,8.00983,1.01431,0.0608418,570.124,2,2,10,6,1,5,2,0,7,1,11265
NeuLANDPla2H-2,13,H,2,2,1,5,1184,3271,1173,3289,1,30,1222,3269,1121,3273,44.6225,-18.7703,8.09773,1.02119,0.0623324,454.696,2,2,9,6,1,5,2,15,7,1,11265
NeuLANDPla2H-3,13,H,2,3,1,57,1271,3284,1173,3289,1,41,1288,3277,1121,3273,44.3916,-18.7738,8.07335,1.01599,0.0633862,445.432,2,2,8,6,1,5,2,14,7,1,11265
NeuLANDPla2H-4,13,H,2,4,1,25,1273,3275,1212,3288,1,35,1256,3269,1121,3273,45.3968,-18.8047,8.0844,1.01542,0.0637288,417.213,2,3,7,6,1,5,2,13,7,1,11265
NeuLANDPla2H-5,13,H,2,5,1,50,1300,3268,1212,3288,1,34,1259,3264,1121,3273,44.5963,-18.4013,8.05427,1.02066,0.0628303,560.668,2,3,6,6,1,5,2,12,7,1,11265
NeuLANDPla2H-6,13,H,2,6,1,48,1287,3276,1212,3288,1,30,1255,3269,1121,3273,43.3774,-19.1332,8.03495,1.0139,0.0625873,535.932,2,3,5,6,1,5,2,11,7,1,11265
NeuLANDPla2H-7,13,H,2,7,1,62,1300,3275,1212,3288,1,48,1226,3266,1121,3273,44.1132,-19.3563,8.04692,1.01871,0.0628678,461.046,2,3,4,6,1,5,2,10,7,1,11265
NeuLANDPla2H-8,13,H,2,8,1,2,1288,3276,1212,3288,1,30,1231,3261,1121,3273,44.6468,-18.9112,8.11544,1.01663,0.0629693,481.165,2,3,3,6,1,5,2,9,7,1,11265
NeuLANDPla2H-9,13,H,2,9,1,2,1294,3270,1212,3288,1,60,1286,3281,1121,3273,44.6227,-18.6703,8.06014,1.01343,0.0640251,543.929,2,3,2,6,1,5,2,8,7,1,11265
NeuLANDPla2H-10,13,H,2,10,1,57,1257,3279,1212,3288,1,52,1189,3271,1157,3277,45.3872,-20.0291,8.09867,1.01527,0.0638858,576.047,2,3,1,6,1,5,3,7,7,1,11265
NeuLANDPla2H-11,13,H,2,11,1,49,1299,3269,1212,3288,1,26,1208,3273,1157,3277,44.9464,-19.7981,8.07562,1.00078,0.0632539,455.766,2,3,0,6,1,5,3,6,7,1,11265
NeuLANDPla2H-12,13,H,2,12,1,4,1227,3282,1212,3288,1,29,1182,3273,1157,3277,44.654,-19.3766,8.07321,1.00492,0.0637144,600.567,2,3,15,6,1,5,3,5,7,1,11265
NeuLANDPla2H-13,13,H,2,13,1,37,1257,3274,1212,3288,1,34,1198,3273,1157,3277,44.3462,-19.4766,8.06854,1.01752,0.0629406,582.372,2,3,14,6,1,5,3,4,7,1,11265
NeuLANDPla2H-14,13,H,2,14,1,6,1227,3280,1212,3288,1,25,1249,3279,1157,3277,44.9609,-19.7421,8.09987,1.01597,0.0652055,463.6,2,3,13,6,1,5,3,3,7,1,11265
NeuLANDPla2H-15,13,H,2,15,1,3,1267,3270,1212,3288,1,53,1283,3278,1157,3277,45.0141,-19.4771,8.07583,1.02786,0.0650662,592.222,2,3,12,6,1,5,3,2,7,1,11265
NeuLANDPla2H-16,13,H,2,16,1,7,1255,3279,1212,3288,1,40,1242,3280,1157,3277,45.2735,-19.503,8.04049,1.00392,0.0641433,554.426,2,3,11,6,1,5,3,1,7,1,11265
NeuLANDPla2H-17,13,H,2,17,1,12,1268,3268,1212,3288,1,51,1238,3273,1157,3277,45.7857,-19.6277,8.07557,1.00325,0.0645087,576.104,2,3,10,6,1,5,3,0,7,1,11265
NeuLANDPla2H-18,13,H,2,18,1,8,1250,3277,1212,3288,1,83,1279,3272,1157,3277,45.6747,-19.0449,8.07518,1.00324,0.0630173,499.55,2,3,9,6,1,5,3,15,7,1,11265
NeuLANDPla2H-19,13,H,2,19,1,8,1303,3273,1212,3288,1,28,1322,3277,1157,3277,46.2837,-19.7671,8.10565,0.958311,0.0664797,513.662,2,3,8,6,1,5,3,14,7,1,11265
NeuLANDPla2H-20,13,H,2,20,1,7,1275,3272,1177,3276,1,32,1295,3274,1157,3277,46.1261,-19.5831,8.09281,1.0051,0.063608,608.164,2,4,7,6,1,5,3,13,7,1,11265
NeuLANDPla2H-21,13,H,2,21,1,53,1148,3280,1177,3276,1,39,1326,3275,1157,3277,47.371,-19.6894,8.15617,1.00524,0.0635791,511.808,2,4,6,6,1,5,3,12,7,1,11265
NeuLANDPla2H-22,13,H,2,22,1,4,1223,3273,1177,3276,1,41,1289,3269,1157,3277,45.7498,-19.6108,8.09829,1.00296,0.0626767,621.149,2,4,5,6,1,5,3,11,7,1,11265
NeuLANDPla2H-23,13,H,2,23,1,54,1201,3276,1177,3276,1,68,1293,3276,1157,3277,45.8839,-20.1267,8.15341,1.00666,0.0634043,528.75,2,4,4,6,1,5,3,10,7,1,11265
NeuLANDPla2H-24,13,H,2,24,1,60,1205,3270,1177,3276,1,34,1195,3269,1157,3277,45.1144,-19.7496,8.12197,1.0169,0.062937,602.881,2,4,3,6,1,5,3,9,7,1,11265
NeuLANDPla2H-25,13,H,2,25,1,25,1159,3279,1177,3276,1,19,1296,3274,1157,3277,45.2258,-19.8323,8.1356,1.00322,0.0639223,628.988,2,4,2,6,1,5,3,8,7,1,11265
NeuLANDPla2H-26,13,H,2,26,1,4,1220,3270,1177,3276,1,34,1273,3271,1261,3277,14.6001,-4.8086,8.1059,1.01538,0.0624475,637.295,2,4,1,6,1,5,4,7,7,1,11265
